id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
1 298.00005 7.3024387 0.63775115 0.12617995 -0.12874743 25 0 682 1.9008944 -0.69739498
2 306.91157 9.8575388 0.48559193 -0.32791992 -0.33972597 25 0 344 1.3350153 -0.31371563
3 429.42072 10.623008 0.53038216 0.3047738 -0.095645638 25 0 332 1.387457 -0.35554883
4 109.91617 14.580871 0.60369296 -0.0051763849 0.071574883 25 0 470 1.5527838 -0.4777775
5 25.16807 16.425426 0.6548512 0.23827444 -0.020662155 25 0 14665 41.157692 -4.0361275
6 335.59549 15.95073 0.7205772 -0.025849673 -0.38373339 25 0 849 2.3084256 -0.90828972
7 408.89299 19.1815 0.67985242 -0.021402561 -0.24655062 25 0 713 2.1889741 -0.85060156
8 468.10174 19.01654 0.69366567 0.10458286 -0.18491521 25 0 30826 83.943395 -4.8099663
9 426.21303 20.310793 0.60364315 0.42495682 0.20553977 25 0 227 1.0909698 -0.094531808
10 213.55672 34.049165 0.75485628 -0.5308394 -0.68848179 25 0 449 1.240522 -0.2340112
11 354.65393 37.440386 0.66882435 -0.29907938 -0.16171712 25 0 531 1.5364054 -0.46626459
12 454.38848 37.430784 0.52532469 -0.053524798 0.10662775 25 0 217 1.0473168 -0.050195202
13 127.38148 39.989834 0.66381744 0.057074283 -0.095814609 25 0 560 1.6698433 -0.55668932
14 114.18427 44.078661 0.6807528 -0.092111046 -0.31243673 25 0 661 1.8952796 -0.69418322
15 187.33393 45.180726 0.62580405 0.11586154 -0.27446017 25 0 1303 3.7542816 -1.4363171
16 206.68422 46.089188 0.62237494 -0.11319834 -0.24141138 25 0 2567 7.5391294 -2.193303
17 347.32012 47.291595 0.65781603 0.23345953 -0.21332823 25 0 541 1.678163 -0.56208537
18 67.173396 48.263157 0.61483866 -0.29077356 -0.26111765 25 0 543 1.7674832 -0.61838824
19 325.14562 48.233308 0.31084642 0.33586175 -0.13146239 25 0 58781 220.61913 -5.8591079
20 112.03684 50.304639 0.62829954 0.054785605 -0.14866036 25 0 5304 15.123675 -2.9491433
21 155.31533 50.917427 0.62687225 0.098217185 -0.25380354 25 0 372 1.0316146 -0.033793693
22 400.7867 51.846904 0.66527764 0.063316627 -0.3546364 25 0 1042 3.0802746 -1.2214736
23 247.56341 57.258519 0.49644312 -0.51998961 -0.58793238 25 0 329 1.0202083 -0.021722131
24 471.18735 57.790946 0.67815934 -0.010158068 -0.072121542 25 0 872 2.7202296 -1.0865139
25 294.83673 58.670314 0.59496754 0.35053769 -0.11281493 25 0 1567 4.5790842 -1.6519466
26 142.81065 63.561824 0.42830761 0.4570959 0.13890114 25 0 284 1.006121 -0.0066255093
27 31.02524 66.430786 0.69622299 -0.040327176 0.15411826 25 0 305 1.0052659 -0.0057024299
28 443.90953 65.424221 0.55981444 0.61221772 0.013000026 25 0 1254 3.8746467 -1.4705803
29 502.3935 67.695472 0.67072977 -0.038791656 -0.08062923 25 0 3457 9.8108402 -2.4792655
30 349.85458 69.711937 0.59036981 -0.0089219541 0.28414103 25 0 304 1.0809948 -0.084558975
31 31.993191 71.374851 0.68114808 0.44795667 0.040850795 25 0 663 1.8988252 -0.69621245
32 55.514496 70.946151 0.72238234 -0.23997685 -0.41287657 25 0 498 1.460275 -0.41108664
33 170.09958 71.568725 0.55662394 0.16060682 -0.0392454 25 0 384 1.100343 -0.10382024
34 433.40092 72.318523 0.69993522 0.45341606 -0.13166171 25 0 1686 4.6885873 -1.677605
35 113.107 73.000405 0.6693194 0.062567944 -0.30168365 25 0 457 1.1709529 -0.17134857
36 472.16388 73.047833 0.66494884 0.12812972 -0.098839862 25 0 408 1.4504852 -0.40378324
37 418.58564 74.058736 0.62184199 -0.039692348 -0.34260222 25 0 550 1.8248588 -0.65307317
38 56.523485 76.173757 0.67685019 0.18482919 -0.32497374 25 0 1735 4.8555113 -1.7155874
39 469.26857 80.924932 0.6980597 0.23668825 -0.14248519 25 0 1019 2.9475186 -1.1736414
40 351.20582 84.872241 0.63405659 0.0069742979 -0.22842933 25 0 3796 10.928799 -2.5964311
41 120.54744 88.027526 0.64634989 0.034667135 -0.27814862 25 0 563 1.5479102 -0.47436442
42 92.572127 91.471587 0.55771895 0.75327948 0.031225457 25 0 524 1.5471007 -0.47379645
43 491.66839 91.855683 0.64355356 0.18386113 -0.20463871 25 0 22609 63.780336 -4.511717
44 155.71379 98.257608 0.42875827 -0.29190836 -0.10743011 25 0 364 1.1540472 -0.1555589
45 284.25192 99.102129 0.66847098 -0.28720709 -0.24573266 25 0 1470 3.947182 -1.4907179
46 288.22976 100.87666 0.63694433 -0.35332996 -0.28453054 25 0 1656 4.5673045 -1.6491499
47 186.47763 101.98111 0.64211532 -0.04394475 -0.31229247 25 0 1822 4.8459049 -1.7134372
48 54.305806 106.05647 0.69219956 -0.064229128 -0.23981672 25 0 5120 13.826395 -2.8517724
49 116.27862 105.56487 0.55311427 0.078739469 -0.21186746 25 0 400 1.0629891 -0.066322032
50 452.2852 105.73268 0.62599578 -0.30685152 -0.20190275 25 0 381 1.3518224 -0.32729912
51 297.05088 107.83337 0.60239045 0.16214141 -0.30267446 25 0 432 1.2895618 -0.27610543
52 509.67628 108.27981 0.60594698 -0.2091711 -0.17478163 25 0 2010 6.010484 -1.9472736
53 489.97504 111.77636 0.6359512 0.14866732 -0.072896313 25 0 2151 6.3802667 -2.0120971
54 332.73636 117.29819 0.56710812 -0.39661891 -0.30827586 25 0 638 1.965762 -0.73382735
55 219.49199 119.19812 0.5985859 -0.26273557 -0.30190639 25 0 16316 46.285496 -4.1636123
56 236.99114 119.31119 0.56945575 0.53484285 -0.092252831 25 0 1050 2.8859567 -1.1507245
57 303.65111 120.38881 0.63160902 0.38305898 -0.38183729 25 0 1099 2.8728074 -1.1457663
58 247.05306 120.66435 0.55668551 0.16055073 -0.12967426 25 0 1796 5.2772966 -1.8060288
59 199.14235 122.35078 0.5729713 0.36367297 -0.15867954 25 0 551 1.4493116 -0.40290443
60 449.02942 122.07263 0.60982097 0.31237579 -0.13917165 25 0 396 1.4557809 -0.40774004
61 98.481578 122.64943 0.51882383 0.12918448 -0.3028127 25 0 460 1.3585216 -0.33266636
62 153.67935 123.54778 0.39913863 -0.15290195 -0.27104521 25 0 353 1.0657747 -0.069163553
63 51.333117 124.11996 0.70144913 -0.004409861 -0.24692331 25 0 660 1.7601348 -0.61386481
64 150.97339 125.86987 0.62956097 -0.043106234 -0.25723844 25 0 2370 6.736542 -2.0710926
65 478.98994 126.31703 0.62072248 0.74376265 0.081804165 25 0 347 1.2935325 -0.27944333
66 174.88677 131.2998 0.61036247 -0.010958434 -0.18984444 25 0 1892 5.1974747 -1.789481
67 6.3518981 132.7031 0.65543001 -0.077970193 -0.092643066 25 0 1352 3.9237326 -1.4842485
68 252.20222 134.44686 0.64163701 -0.0404353 -0.00057449822 25 0 551 1.3524648 -0.32781496
69 394.76644 142.80301 0.5889939 0.19500482 -0.19336648 25 0 12129 35.742394 -3.8829591
70 297.48769 148.38067 0.56185604 -0.3450266 -0.24835563 25 0 2635 7.3909735 -2.1717541
71 13.624971 149.15272 0.59211933 0.18203583 -0.28287931 25 0 815 2.4976121 -0.99381248
72 482.97291 154.85573 0.63484297 0.10836735 -0.16987134 25 0 8192 23.65477 -3.4347968
73 96.327538 162.69218 0.51803841 0.54197011 0.089489654 25 0 423 1.1895543 -0.18846064
74 384.62977 164.39152 0.57368952 -0.25823968 -0.18721189 25 0 45884 130.96006 -5.2928472
75 205.32342 168.16708 0.67329492 0.27759665 -0.2720053 25 0 669 1.5922925 -0.50505709
76 424.00806 167.91324 0.68321981 0.19751035 -0.22280084 25 0 612 1.8400962 -0.66210133
77 152.20404 171.72528 0.61229036 -0.11318675 -0.2640998 25 0 528 1.2477169 -0.24029014
78 32.269329 175.25887 0.72816285 0.37433738 -0.073965363 25 0 450 1.1846933 -0.18401479
79 476.96579 176.23021 0.62637621 0.08022838 -0.12049793 25 0 6725 19.406871 -3.2198888
80 162.8724 177.36218 0.61825994 0.21231424 -0.0067301158 25 0 1052 2.7838552 -1.1116166
81 224.78902 176.6363 0.57100076 0.28257882 -0.12984259 25 0 1800 5.1255969 -1.7743611
82 344.97675 176.48006 0.49788021 -0.11151928 -0.032602404 25 0 465 1.4557872 -0.40774471
83 412.17443 178.7989 0.76294836 0.017296784 -0.077944816 25 0 419 1.1171999 -0.12032724
84 151.39808 179.9734 0.6970985 -0.10748401 -0.32890538 25 0 1850 4.6602893 -1.6710322
85 419.92839 185.49793 0.57532911 0.0043989257 0.0033085313 25 0 2544 7.4588546 -2.1816804
86 15.558982 185.82028 0.59098075 -0.035217868 -0.18514468 25 0 804 2.4341578 -0.96587182
87 113.69366 185.97844 0.66873376 0.2377811 -0.17716722 25 0 1968 4.9641253 -1.7396068
88 481.53166 187.29718 0.5768517 -0.26539757 -0.15439565 25 0 641 2.0696922 -0.78976442
89 409.70748 187.5832 0.55563369 0.35648098 -0.027645192 25 0 550 1.7685983 -0.61907299
90 225.57609 188.86651 0.74951885 -0.26976321 -0.44426414 25 0 1293 2.9565013 -1.1769452
91 420.33135 190.45914 0.64065148 -0.0074393171 -0.034361155 25 0 847 2.3908281 -0.94637089
92 70.404876 192.4534 0.63083903 0.50036725 -0.10209791 25 0 38585 107.19638 -5.0754503
93 188.05828 191.47159 0.51628217 0.03172557 -0.11789305 25 0 679 1.86548 -0.6769765
94 325.41335 192.06134 0.31259814 -0.022538555 -0.21911389 25 0 339 1.3026229 -0.2870468
95 119.86923 193.85147 0.67304381 0.098905233 -0.35187194 25 0 527 1.3205003 -0.30184626
96 419.37703 198.43492 0.64513792 -0.3061345 -0.16812797 25 0 362 1.1848018 -0.18411425
97 453.79303 202.22275 0.62440936 0.25967151 -0.53643512 25 0 488 1.5589098 -0.48205244
98 166.86301 204.54811 0.51619235 -0.083472858 0.05990063 25 0 575 1.6087297 -0.5162077
99 507.60038 206.09068 0.74140683 0.20002588 -0.25920568 25 0 1640 4.2553428 -1.5723364
100 65.458058 206.43932 0.50620278 -0.22208553 -0.18585197 25 0 506 1.5162398 -0.45191972
101 468.1959 208.37414 0.50888629 0.18811384 -0.29251094 25 0 503 1.8929805 -0.69286536
102 414.14475 210.93568 0.5258033 0.38118431 0.013993875 25 0 269 1.0546381 -0.057758684
103 501.55844 212.13417 0.68400124 0.12330541 -0.32151187 25 0 3253 8.793574 -2.3604136
104 11.233566 215.82705 0.62107969 0.69030834 0.10138463 25 0 416 1.1736991 -0.17389193
105 13.20059 217.0404 0.66780705 0.070818612 -0.4064803 25 0 489 1.313383 -0.29597849
106 424.45944 218.31589 0.62338304 0.33550498 -0.2888544 25 0 1074 3.043007 -1.2082574
107 324.99362 220.44378 0.53083262 0.1530337 -0.057515961 25 0 1367 4.1100341 -1.5346136
108 255.19261 222.44972 0.6152271 0.18884219 -0.16837268 25 0 763 1.8875539 -0.68974839
109 149.49443 223.69142 0.63517981 0.018782159 -0.18868226 25 0 1027 2.598235 -1.0366961
110 478.12783 227.05757 0.67266708 0.018265897 -0.16809485 25 0 5345 14.934068 -2.9354453
111 238.58925 229.13194 0.61216847 -0.080689358 -0.28366482 25 0 2975 8.1568409 -2.278805
112 350.72842 231.3518 0.56303451 -0.20214617 -0.18533592 25 0 4092 12.011976 -2.6990361
113 420.98918 232.09701 0.61821477 0.00033991773 -0.20635524 25 0 14701 42.369002 -4.0676206
114 325.69075 233.60122 0.56084042 0.52670767 -0.1112954 25 0 1016 2.8939692 -1.1537347
115 489.93679 234.01496 0.72522025 0.070080974 -0.13951342 25 0 301 1.0313365 -0.033500922
116 179.18071 239.8294 0.67413569 0.14927712 -0.14521736 25 0 851 2.0235999 -0.7653116
117 239.28846 240.8247 0.57201256 -0.14477704 -0.17140607 25 0 862 2.3354391 -0.92092139
118 430.20435 243.59849 0.58929244 0.011926688 -0.098997116 25 0 1793 5.3020949 -1.8111187
119 202.76721 257.3977 0.56819474 -0.094842638 -0.11757188 25 0 4731 13.712439 -2.8427868
120 427.0354 257.04112 0.63797591 0.057893363 -0.1968367 25 0 8147 23.152983 -3.4115174
121 264.95223 259.87945 0.57428835 -0.019536983 -0.47965824 25 0 487 1.3316587 -0.31098233
122 32.147666 278.01008 0.69627852 0.0264133 -0.21786346 25 0 1785 4.7927394 -1.7014595
123 46.386364 287.14541 0.70046617 0.37546448 -0.20124288 25 0 889 2.2312775 -0.87138396
124 346.54267 289.8223 0.59001954 0.051689394 -0.27245715 25 0 5400 15.72613 -2.9915547
125 159.32489 290.94864 0.59918803 -0.036110831 -0.22715807 25 0 941 2.5655135 -1.0229358
126 37.932235 292.2119 0.66261518 0.22394241 -0.081391698 25 0 1488 4.0011663 -1.5054665
127 66.125731 292.01814 0.71272615 0.0064582795 -0.20265083 25 0 1533 4.000655 -1.5053277
128 320.92636 294.58771 0.7200815 0.48863486 0.098471227 25 0 445 1.0653367 -0.068717236
129 452.39323 294.76148 0.71383196 -0.17743079 -0.17776816 25 0 764 2.1063851 -0.80884442
130 135.19919 301.61592 0.57221126 0.22965372 -0.15244894 25 0 507 1.2853416 -0.27254637
131 49.531588 307.729 0.63114309 0.3830188 -0.14776592 25 0 1259 3.4530473 -1.3455063
132 397.25415 307.93895 0.84160916 -0.34550938 -0.24747786 25 0 501 1.1624659 -0.16345057
133 193.08621 313.38789 0.53430562 0.024808647 -0.13116835 25 0 826 2.2704022 -0.890257
134 424.95474 313.54968 0.54603032 -0.19548347 -0.10010968 25 0 932 3.1151643 -1.2337024
135 112.31184 318.10287 0.67630178 0.067966963 -0.27438446 25 0 3918 10.425971 -2.5452912
136 34.397289 322.00898 0.63347825 0.22835419 -0.18529098 25 0 438 1.1163865 -0.11953643
137 304.55887 329.98822 0.70253429 -0.19518259 -0.40003583 25 0 641 1.5851369 -0.50016692
138 261.98995 337.21884 0.56941558 0.13174006 -0.21225595 25 0 578 1.601107 -0.51105087
139 5.2465426 337.83855 0.69552564 -0.05107819 -0.16428236 25 0 14366 38.933045 -3.9757959
140 354.64036 337.70956 0.48176356 0.52356367 -0.17053681 25 0 407 1.2893854 -0.2759569
141 51.471648 339.01092 0.77510163 -0.016454358 -0.22020068 25 0 1214 2.8094214 -1.1215422
142 238.20496 338.6583 0.6017126 -0.25480838 -0.18306367 25 0 908 2.4748828 -0.9838866
143 463.15682 345.43356 0.68146081 0.38095141 0.11003121 25 0 902 2.4705322 -0.9819763
144 234.23067 348.3979 0.45181813 0.5538416 0.096876689 25 0 366 1.1117799 -0.11504708
145 335.17975 351.17624 0.57112438 0.078888748 -0.14897871 25 0 692 1.9917597 -0.74809236
146 214.3277 354.76754 0.6377854 -0.2144218 -0.19880399 25 0 5452 14.932228 -2.9353115
147 356.32838 356.33093 0.63150001 0.18500237 -0.19362704 25 0 1023 2.8507554 -1.1373999
148 273.20424 358.83681 0.63180161 -0.10670338 -0.25260856 25 0 26713 74.972286 -4.6872519
149 389.07063 366.05687 0.65894171 -0.11908113 -0.19372913 25 0 2155 6.1687636 -1.9754953
150 454.3552 366.66805 0.57543755 -0.100201 -0.02765343 25 0 275 1.0420289 -0.044699412
151 200.51506 367.79955 0.61689994 0.090141375 -0.32049968 25 0 1559 4.172967 -1.5511124
152 252.62855 368.99096 0.63884059 -0.075460566 -0.26728297 25 0 2873 7.9846911 -2.2556453
153 70.253956 370.27506 0.66372897 0.2606683 -0.17608088 25 0 5298 14.378359 -2.8942733
154 402.28104 370.38545 0.56584669 0.24898882 -0.033622474 25 0 1017 3.1615974 -1.2497664
155 113.46404 371.18734 0.60243287 0.094298366 -0.26627519 25 0 579 1.5701476 -0.48985122
156 473.94666 372.4166 0.57241328 0.18180068 0.060746196 25 0 7836 23.195354 -3.4135025
157 340.57988 383.54965 0.5716041 0.56739698 -0.12370375 25 0 2713 7.7195491 -2.2189798
158 49.456856 384.48485 0.63097105 0.56710966 -0.087805213 25 0 3448 9.545797 -2.4495305
159 201.8109 387.76424 0.5974898 -0.17473371 -0.39527036 25 0 617 1.6662167 -0.55432872
160 75.083497 389.33094 0.66929285 -0.15195295 -0.32451353 25 0 420 1.0412823 -0.0439212
161 119.1127 390.51838 0.57433194 0.29393845 0.029030169 25 0 1360 3.851428 -1.4640545
162 490.97676 390.78951 0.76762611 -0.24765687 -0.20274868 25 0 371 1.195668 -0.19402649
163 429.86628 392.85255 0.6681719 -0.050560765 -0.20069692 25 0 2664 7.4912226 -2.1863818
164 459.26143 392.43821 0.60095823 -0.30080359 0.052545744 25 0 1892 5.6421155 -1.8786049
165 34.615925 395.44765 0.53906187 -0.32139086 -0.11174838 25 0 540 1.6296289 -0.53022178
