id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
1 354.93523 2.0858488 0.58744713 0.15566544 -0.11372994 25 0 398 1.4336378 -0.39109858
2 327.41922 4.4431517 0.52404551 -0.12856861 0.085047944 25 0 578 1.8059813 -0.64178309
3 336.28941 6.6259765 0.64474965 0.54694851 0.059496745 25 0 348 1.0299486 -0.032038849
4 458.6521 7.8539962 0.70570191 0.24367008 0.076835409 25 0 450 1.4810075 -0.42639317
5 139.14438 11.947515 0.68641201 0.28946249 -0.029266603 25 0 638 1.9633414 -0.73248954
6 364.75497 13.235718 0.66673297 0.083723757 -0.10418611 25 0 787 2.261586 -0.88603278
7 54.270688 13.990495 0.71895824 0.17901784 -0.026705235 25 0 16645 45.405059 -4.1427606
8 1.7807303 15.582182 0.70740862 0.41876816 0.14609113 25 0 5799 16.041703 -3.0131262
9 438.10692 16.30554 0.79383381 0.46377251 0.24523915 25 0 776 2.1751608 -0.84372843
10 497.25516 16.034848 0.68490816 0.34050886 -0.0012857347 25 0 28743 79.749956 -4.7543261
11 384.04348 34.555193 0.54459078 0.47103351 0.23247748 25 0 481 1.6567316 -0.54813041
12 483.32544 34.769158 0.60574305 0.23673824 -0.35054551 25 0 278 1.1957495 -0.1941005
13 156.81196 37.419688 0.61685458 0.58978315 -0.22753768 25 0 403 1.154739 -0.15620962
14 143.55112 41.534717 0.48617381 0.071746727 -0.036094716 25 0 464 1.5480343 -0.47445146
15 216.39901 42.686453 0.64303778 0.60315422 -0.11118229 25 0 1184 3.2196389 -1.2695179
16 235.88859 43.592051 0.59868436 0.35712596 0.19337081 25 0 2186 6.2706022 -1.9932731
17 354.44391 45.50511 0.43777491 0.78563757 0.066022853 25 0 58975 183.92944 -5.6616281
18 376.53826 44.427188 0.65948685 0.95029341 0.19398298 25 0 451 1.283824 -0.27126369
19 96.261297 45.872913 0.59894855 -0.18125753 -0.20191189 25 0 593 1.8557771 -0.67131456
20 280.08887 46.060067 0.53505907 0.13359571 -0.11735197 25 0 353 1.094994 -0.098529386
21 141.2415 47.773529 0.64489117 0.13852409 0.013247705 25 0 5488 15.69301 -2.9892656
22 184.08315 48.381736 0.63648807 0.85067635 0.18032943 25 0 366 1.0132523 -0.014294012
23 430.02356 48.953577 0.6773106 0.47053287 0.06235962 25 0 1099 3.1387744 -1.2419003
24 430.59982 54.236329 0.64681073 0.19207782 -0.3733825 25 0 265 1.0112446 -0.012140524
25 276.84584 54.583073 0.60060906 0.83605032 0.25584883 25 0 421 1.2222401 -0.21789134
26 500.5464 54.800467 0.58392429 0.11312018 -0.038480356 25 0 641 2.2263584 -0.86898768
27 324.15491 55.912183 0.62281441 0.31227956 0.012972092 25 0 1748 5.1415346 -1.7777319
28 172.23397 60.792179 0.66261254 0.45895877 0.02680442 25 0 408 1.1269181 -0.12973093
29 472.97324 62.475302 0.62167757 0.45601284 0.14575067 25 0 1409 4.3286862 -1.5908902
30 60.198406 63.853358 0.62629715 -0.30596694 0.055239379 25 0 334 1.0827218 -0.086292241
31 27.439053 66.755031 0.5624651 0.39741501 0.28643232 25 0 270 1.0376594 -0.040137022
32 84.425864 68.467272 0.49298099 0.6749046 0.069049961 25 0 343 1.1975414 -0.19572631
33 61.350646 68.815387 0.60555913 -0.063571525 -0.049123741 25 0 651 2.0822714 -0.79634336
34 462.52895 69.386553 0.58506258 -0.020728269 -0.027744875 25 0 1335 4.020595 -1.5107258
35 501.18467 70.040679 0.51923133 0.016452273 -0.1133241 25 0 300 1.3220545 -0.30312344
36 27.707017 70.599022 0.68086865 0.054443956 0.069790316 25 0 530 1.5703052 -0.4899602
37 142.11606 70.417587 0.50949869 -0.36625875 0.095119336 25 0 369 1.1866867 -0.18584019
38 447.96841 71.086534 0.71923626 0.29586107 0.020313907 25 0 689 2.0509235 -0.77987363
39 85.598715 73.851888 0.70038001 0.40572395 -0.1129081 25 0 1750 4.7130919 -1.6832648
40 498.44877 77.946993 0.67247137 0.48211698 -0.15375672 25 0 922 2.7626722 -1.1033234
41 380.533 81.996819 0.59133525 0.30649116 -0.16727029 25 0 3136 9.2093494 -2.4105724
42 0.96256636 84.858485 0.69500919 0.15572295 0.083570838 25 0 854 2.4516451 -0.97364401
43 149.47776 85.418383 0.66144021 0.48992079 -0.1407967 25 0 561 1.4930123 -0.43515845
44 121.9682 89.137913 0.72690542 0.24759613 0.027657789 25 0 803 2.0886572 -0.79966793
45 184.75512 95.834409 0.71762365 0.14562188 0.034714085 25 0 630 1.5327133 -0.4636523
46 313.54542 96.433627 0.62212745 0.47244087 -0.090244883 25 0 1196 3.2578285 -1.2823205
47 317.52699 98.145709 0.61507808 0.14969948 -0.21677531 25 0 1478 4.0765933 -1.5257435
48 215.76616 99.366984 0.62668296 0.14257289 -0.015040407 25 0 1788 4.9567942 -1.7380022
