id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
1 350.93796 4.9281017 0.80549596 0.27248219 0.013986811 25 0 454 1.2455037 -0.23836258
2 323.51608 7.4844451 0.51516146 -0.14578875 -0.062268055 25 0 631 2.2269683 -0.86928508
3 332.44857 9.9626795 0.75016788 0.10990385 -0.12473211 25 0 429 1.2037937 -0.20138016
4 454.90701 10.878891 0.74879008 0.3415303 -0.19680529 25 0 551 1.6849909 -0.5664939
5 135.32961 15.06813 0.74321523 0.13086248 -0.11999689 25 0 652 1.8485737 -0.66709191
6 360.88776 16.158341 0.66987128 0.2384195 -0.1378845 25 0 1009 3.1362929 -1.2410415
7 50.519131 17.049665 0.72031712 0.14472059 -0.21436009 25 0 17082 47.295669 -4.1870534
8 434.36607 19.186419 0.78114719 0.55270676 -0.028877825 25 0 793 2.2235039 -0.86759473
9 493.51302 19.039733 0.72687938 0.20402764 -0.20052212 25 0 31515 86.21157 -4.8389139
10 360.10766 24.535189 0.69879675 0.28002111 0.34533368 25 0 320 1.0013688 -0.0014851028
11 238.91559 34.702319 0.54913699 -0.015458879 -0.069076141 25 0 342 1.031236 -0.033395139
12 380.25768 37.670301 0.62967974 -0.13867179 0.12530111 25 0 624 1.9361349 -0.71733903
13 479.73145 37.803036 0.84936387 0.78556865 0.065284813 25 0 438 1.341958 -0.3193473
14 152.79571 40.392312 0.55547846 0.34891978 0.077509162 25 0 442 1.4259838 -0.38528651
15 139.66913 44.519523 0.7064578 0.49427175 0.15299562 25 0 647 1.7850814 -0.62914504
16 212.67585 45.695165 0.68637449 0.46074638 -0.07323021 25 0 1453 4.0602085 -1.5213709
17 232.07655 46.586897 0.62261134 0.32105731 0.11541306 25 0 2463 7.260391 -2.1524
18 372.72053 47.607392 0.60505881 0.5192287 0.010579519 25 0 531 1.6584418 -0.54925058
19 92.360005 49.00265 0.6962841 0.048651926 -0.23237229 25 0 609 1.8185819 -0.64933215
20 275.94499 49.029278 0.76671686 -0.26057037 -0.28898786 25 0 445 1.0821524 -0.085721022
21 350.59128 48.505656 0.44748298 0.70799343 0.020651612 25 0 58839 194.98261 -5.7249897
22 137.52089 50.795941 0.63723377 -0.089726403 -0.17500971 25 0 5651 16.697638 -3.0566376
23 426.26757 51.905065 0.73812027 0.2141246 -0.14688775 25 0 1377 3.9782159 -1.4992209
24 78.511389 58.206854 0.70487494 -0.4749103 -0.11596852 25 0 342 1.0882849 -0.091856494
25 273.12883 57.414904 0.58557456 0.63484959 0.2359122 25 0 491 1.5036992 -0.4429024
26 496.62041 57.857768 0.76355765 0.19300545 -0.12376786 25 0 1042 3.0704866 -1.218018
27 320.31703 58.977521 0.70103417 0.15764434 -0.18100043 25 0 2040 5.6259577 -1.8754911
28 168.57388 63.804517 0.71726829 0.048014965 -0.31105206 25 0 398 1.054503 -0.057619548
29 469.19569 65.443238 0.68301686 0.5697566 0.072500233 25 0 1668 4.9957784 -1.7465079
30 56.541935 66.908181 0.73229812 -0.14269286 0.10391541 25 0 356 1.142889 -0.14501011
31 23.681069 69.782374 0.66092936 0.017889704 0.038361907 25 0 444 1.4125929 -0.37504255
32 375.29141 69.944771 0.62899424 -0.15686729 -0.092567127 25 0 340 1.0343219 -0.036639277
33 57.641638 71.910997 0.63287101 -0.33053514 -0.2626332 25 0 679 2.0843729 -0.79743854
34 80.552019 71.769739 0.70849188 -0.30972559 -0.13508969 25 0 472 1.2862693 -0.27332975
35 195.49714 72.134852 0.69258061 -0.10888212 -0.029991005 25 0 452 1.1714406 -0.17180073
36 458.86408 72.399295 0.66713307 0.10832226 -0.0079570974 25 0 1811 5.5541631 -1.8615466
37 497.50968 73.103195 0.69603728 0.089494141 -0.084131468 25 0 418 1.4487919 -0.40251506
38 23.982403 73.783282 0.79867194 0.32760207 0.0012564263 25 0 664 1.8573157 -0.67221435
39 138.57478 73.464042 0.66432233 0.46345344 0.10756343 25 0 462 1.1743103 -0.17445713
40 444.16869 74.063778 0.7556222 0.47450952 0.0059211477 25 0 802 2.3450949 -0.92540105
41 81.810359 76.824077 0.73657874 0.21718154 -0.025757137 25 0 2112 5.8610267 -1.9199342
42 339.94354 78.136023 0.74506104 0.52139754 -0.084467512 25 0 396 1.0564838 -0.059657101
43 494.74759 80.993979 0.7072661 0.38842512 -0.10066212 25 0 1195 3.6312232 -1.4001324
44 376.62173 85.145216 0.66357775 0.10700266 -0.11714951 25 0 4015 11.642017 -2.6650705
45 145.87156 88.495632 0.70088655 0.070664982 0.067571176 25 0 607 1.5944062 -0.50649744
46 461.23804 90.178194 0.73536695 0.25367374 -0.14231969 25 0 321 1.1074962 -0.11085557
47 118.20887 92.215892 0.71169358 -0.031328678 -0.14221132 25 0 789 2.1504911 -0.83134412
48 170.58425 92.283842 0.67036248 -0.24027447 -0.12354589 25 0 422 1.0352137 -0.037575067
49 181.21445 98.959635 0.70343673 0.13026272 -0.1591256 25 0 710 1.8329848 -0.65789715
50 309.62984 99.448636 0.61864353 -0.20528868 -0.013016736 25 0 1402 4.0318507 -1.5137611
51 313.66339 101.21323 0.63637527 -0.29413503 -0.14256974 25 0 1740 4.9600143 -1.7387073
52 211.953 102.33721 0.66486825 0.25783198 0.014882923 25 0 2065 5.8229162 -1.9128513
53 141.76958 106.13561 0.78442727 -0.41976968 -0.19517033 25 0 633 1.5757816 -0.49374009
54 477.58994 105.90709 0.73156214 0.075170145 -0.066812155 25 0 492 1.5860088 -0.500764
55 79.725839 106.64745 0.6957013 0.37974136 -0.011843972 25 0 4530 12.563449 -2.7477722
56 88.014316 107.92547 0.75913593 0.37588164 -0.25592205 25 0 422 1.1188134 -0.12189413
57 358.39227 117.60255 0.62763972 0.68144108 -0.079949483 25 0 656 1.9006234 -0.69724019
58 245.0699 119.56588 0.62145046 0.24998718 0.045511607 25 0 17827 52.945938 -4.3095816
59 262.341 119.67141 0.62761151 0.57756102 -0.20835627 25 0 1164 3.2730773 -1.2873906
60 272.54572 120.98551 0.68300676 0.089455523 -0.26656897 25 0 2128 5.801674 -1.9088833
61 329.20102 120.61228 0.63097367 0.16522226 0.039729027 25 0 1307 3.7042157 -1.4217407
62 474.35557 122.19752 0.69298879 0.11602953 -0.062004388 25 0 483 1.6403031 -0.53731024
63 124.1507 123.35333 0.72299283 0.37352261 -0.18645256 25 0 715 1.8679886 -0.67843553
64 225.00858 122.70707 0.59482516 -0.11270922 -0.62228121 25 0 514 1.2802528 -0.2682393
65 179.02796 124.35805 0.78105352 -0.34174285 -0.20675293 25 0 639 1.4923889 -0.43470502
66 76.894573 124.69755 0.67645109 0.25531473 -0.010492911 25 0 735 2.106767 -0.80904127
67 176.47329 126.30265 0.69009584 0.53334511 -0.15604025 25 0 2263 6.0022354 -1.9457826
