,file_name,x_off_pix,error_pix,y_off_pix
413,V1432_Aql-0414.fit,17.62,0.06181249843585003,-2.69
414,V1432_Aql-0415.fit,17.73,0.06254745664614698,-2.74
415,V1432_Aql-0416.fit,17.82,0.059582060345330874,-2.95
416,V1432_Aql-0417.fit,17.69,0.0632609130988886,-3.01
417,V1432_Aql-0418.fit,17.74,0.061127015086484604,-3.03
418,V1432_Aql-0419.fit,17.78,0.059184194426432364,-3.13
419,V1432_Aql-0420.fit,17.76,0.058927544759414204,-3.21
420,V1432_Aql-0421.fit,17.62,0.06421878420631004,-3.32
421,V1432_Aql-0422.fit,17.47,0.06294164230035386,-3.73
422,V1432_Aql-0423.fit,17.48,0.06297982290759356,-3.78
423,V1432_Aql-0424.fit,17.68,0.06456199265199053,-3.61
424,V1432_Aql-0425.fit,17.79,0.06231172915362526,-3.52
425,V1432_Aql-0426.fit,17.71,0.06556979649211951,-3.6
426,V1432_Aql-0427.fit,17.84,0.060091734415937195,-3.68
427,V1432_Aql-0428.fit,17.73,0.06361854786674782,-4.06
428,V1432_Aql-0429.fit,17.76,0.06214895527998055,-4.1
429,V1432_Aql-0430.fit,18.04,0.0541141860104457,-4.32
430,V1432_Aql-0431.fit,18.24,0.055234214715722735,-4.28
431,V1432_Aql-0432.fit,18.41,0.05982140585453761,-4.11
432,V1432_Aql-0433.fit,18.55,0.06453077472131243,-3.91
433,V1432_Aql-0434.fit,18.77,0.06123344431530041,-3.89
434,V1432_Aql-0435.fit,18.78,0.06352180129576027,-4.05
435,V1432_Aql-0436.fit,18.86,0.05997455854037651,-4.05
436,V1432_Aql-0437.fit,18.9,0.05894576095854478,-4.05
437,V1432_Aql-0438.fit,18.81,0.06091816779775329,-4.16
438,V1432_Aql-0439.fit,18.95,0.060513876345548605,-4.04
439,V1432_Aql-0440.fit,19.04,0.05519439360647916,-4.14
440,V1432_Aql-0441.fit,19.06,0.05430307435580954,-4.12
441,V1432_Aql-0442.fit,19.26,0.05788449072641857,-4.22
442,V1432_Aql-0443.fit,19.15,0.054891206921528025,-4.2
443,V1432_Aql-0444.fit,19.2,0.05686243012710203,-4.25
444,V1432_Aql-0445.fit,19.13,0.056359294416475914,-4.27
445,V1432_Aql-0446.fit,18.88,0.06019260152085519,-4.27
446,V1432_Aql-0447.fit,19.02,0.05692342069037964,-4.27
447,V1432_Aql-0448.fit,18.89,0.05985312596900842,-4.41
448,V1432_Aql-0449.fit,19.0,0.055641083959917605,-4.24
449,V1432_Aql-0450.fit,19.38,0.06306483846409013,-4.2
450,V1432_Aql-0451.fit,19.06,0.05736580370199194,-4.3
451,V1432_Aql-0452.fit,19.28,0.05838870634510227,-4.25
452,V1432_Aql-0453.fit,19.0,0.05599186715678943,-4.22
453,V1432_Aql-0454.fit,18.96,0.057393714365502904,-4.18
454,V1432_Aql-0455.fit,19.18,0.056113376690338494,-4.11
455,V1432_Aql-0456.fit,19.36,0.06167068267063901,-4.23
456,V1432_Aql-0457.fit,19.55,0.06724523259678233,-4.29
457,V1432_Aql-0458.fit,19.33,0.06298419606909514,-4.41
458,V1432_Aql-0459.fit,19.49,0.06318278298280706,-4.38
459,V1432_Aql-0460.fit,19.18,0.060214254460035706,-4.51
460,V1432_Aql-0461.fit,19.12,0.06281659947620273,-4.57
461,V1432_Aql-0462.fit,19.21,0.06609451232470187,-4.8
462,V1432_Aql-0463.fit,19.31,0.06490452958351066,-4.84
463,V1432_Aql-0464.fit,19.42,0.0661905824967668,-4.87
464,V1432_Aql-0465.fit,19.4,0.06625802532231823,-4.74
465,V1432_Aql-0466.fit,19.55,0.06790985524587279,-4.17
466,V1432_Aql-0467.fit,19.39,0.06407956864169327,-4.38
467,V1432_Aql-0468.fit,19.56,0.06710467140600354,-4.36
468,V1432_Aql-0469.fit,19.78,0.06543527047447918,-4.29
469,V1432_Aql-0470.fit,19.71,0.06866657579712149,-4.5
470,V1432_Aql-0471.fit,19.84,0.06324263141920616,-4.57
471,V1432_Aql-0472.fit,20.0,0.060637602131376186,-4.43
472,V1432_Aql-0473.fit,19.93,0.06381009219602875,-4.45
473,V1432_Aql-0474.fit,19.85,0.06645239401487975,-4.58
474,V1432_Aql-0475.fit,20.01,0.06158678914470184,-4.7
475,V1432_Aql-0476.fit,19.94,0.06345185965636928,-4.76
476,V1432_Aql-0477.fit,19.74,0.0629319526542338,-4.8
477,V1432_Aql-0478.fit,19.75,0.06568517167673561,-4.82
478,V1432_Aql-0479.fit,19.84,0.06306103153125263,-4.49
479,V1432_Aql-0480.fit,19.98,0.059742964639122376,-4.42
480,V1432_Aql-0481.fit,20.01,0.060647189022960596,-4.42
481,V1432_Aql-0482.fit,19.88,0.06420506165469157,-4.55
482,V1432_Aql-0483.fit,19.85,0.06319987884409307,-4.69
483,V1432_Aql-0484.fit,19.97,0.06102736042498643,-4.67
484,V1432_Aql-0485.fit,19.88,0.06253193882065111,-4.62
485,V1432_Aql-0486.fit,19.98,0.06197466145932808,-4.74
486,V1432_Aql-0487.fit,19.86,0.0636518568110382,-4.76
487,V1432_Aql-0488.fit,19.67,0.06659665991994439,-4.9
488,V1432_Aql-0489.fit,19.63,0.06769842300110084,-4.97
489,V1432_Aql-0490.fit,19.89,0.05940899292444817,-5.23
490,V1432_Aql-0491.fit,19.75,0.06660404567524694,-5.31
491,V1432_Aql-0492.fit,19.86,0.062019632609559144,-5.18
492,V1432_Aql-0493.fit,20.15,0.06353535504960092,-4.94
493,V1432_Aql-0494.fit,19.97,0.06360254858797973,-4.88
494,V1432_Aql-0495.fit,20.01,0.06234518473697734,-4.81
495,V1432_Aql-0496.fit,20.31,0.06551387275420083,-4.8
496,V1432_Aql-0497.fit,20.57,0.06824525996735856,-4.78
497,V1432_Aql-0498.fit,20.62,0.06679355006395897,-4.95
498,V1432_Aql-0499.fit,20.93,0.064158356664319,-4.91
499,V1432_Aql-0500.fit,20.96,0.06424827615296042,-4.79
500,V1432_Aql-0501.fit,20.8,0.07025350435093683,-4.81
501,V1432_Aql-0502.fit,20.77,0.07027248843497466,-4.82
502,V1432_Aql-0503.fit,21.08,0.06521793121925777,-4.73
503,V1432_Aql-0504.fit,21.37,0.06775159146457665,-4.77
504,V1432_Aql-0505.fit,21.52,0.06757448406948774,-4.32
505,V1432_Aql-0506.fit,21.93,0.061835560939105715,-4.44
506,V1432_Aql-0507.fit,21.94,0.0633681323244979,-4.67
507,V1432_Aql-0508.fit,21.99,0.06291115526804764,-4.7
508,V1432_Aql-0509.fit,22.25,0.06669329770727236,-4.4
509,V1432_Aql-0510.fit,22.68,0.06884037748062186,-4.34
510,V1432_Aql-0511.fit,22.7,0.06883107272907837,-4.2
511,V1432_Aql-0512.fit,22.85,0.0618268859416403,-4.08
512,V1432_Aql-0513.fit,22.73,0.06754084660838376,-3.97
513,V1432_Aql-0514.fit,22.61,0.07034920221105961,-4.13
514,V1432_Aql-0515.fit,22.86,0.062484475827389974,-4.03
515,V1432_Aql-0516.fit,23.07,0.060698857490093995,-3.93
516,V1432_Aql-0517.fit,22.69,0.07039609090048207,-3.9
517,V1432_Aql-0518.fit,22.93,0.06744956393195559,-3.64
518,V1432_Aql-0519.fit,23.24,0.06539883010793734,-3.52
519,V1432_Aql-0520.fit,23.08,0.06359537417391725,-3.48
520,V1432_Aql-0521.fit,23.19,0.06615765789112082,-3.4699999999999998
521,V1432_Aql-0522.fit,23.29,0.06472309306695236,-3.26
522,V1432_Aql-0523.fit,23.37,0.0704615093421097,-3.38
523,V1432_Aql-0524.fit,23.55,0.07008130201879159,-3.26
524,V1432_Aql-0525.fit,23.45,0.06762222133573717,-3.25
525,V1432_Aql-0526.fit,23.6,0.06941286019097842,-3.16
526,V1432_Aql-0527.fit,23.49,0.06819350624739896,-3.11
527,V1432_Aql-0528.fit,23.61,0.07117017361656447,-3.06
528,V1432_Aql-0529.fit,23.55,0.06829447775869611,-3.09
529,V1432_Aql-0530.fit,23.77,0.06779993959844452,-3.16
530,V1432_Aql-0531.fit,23.66,0.06912604487308402,-3.18
531,V1432_Aql-0532.fit,23.72,0.07080624524461383,-3.24
532,V1432_Aql-0533.fit,23.6,0.07042431904817217,-3.37
533,V1432_Aql-0534.fit,23.69,0.06903597056054797,-3.56
534,V1432_Aql-0535.fit,23.71,0.07038770973051678,-3.51
535,V1432_Aql-0536.fit,23.63,0.0685431441215485,-3.6
536,V1432_Aql-0537.fit,23.37,0.0664246136499291,-3.45
537,V1432_Aql-0538.fit,23.5,0.06860075149473242,-3.32
538,V1432_Aql-0539.fit,23.64,0.06979796329147228,-3.39
539,V1432_Aql-0540.fit,23.57,0.06562472786401148,-3.55
540,V1432_Aql-0541.fit,23.35,0.06592040854813015,-3.62
541,V1432_Aql-0542.fit,23.28,0.06558159360030102,-3.61
542,V1432_Aql-0543.fit,23.37,0.06586216598668194,-3.71
543,V1432_Aql-0544.fit,23.4,0.06553911585342428,-3.93
544,V1432_Aql-0545.fit,23.49,0.07009548605327694,-3.98
545,V1432_Aql-0546.fit,23.6,0.0678553732235017,-3.67
546,V1432_Aql-0547.fit,23.47,0.0676547311872653,-3.95
547,V1432_Aql-0548.fit,23.51,0.07012920864479182,-3.87
548,V1432_Aql-0549.fit,23.65,0.06600218552224153,-3.86
549,V1432_Aql-0550.fit,23.54,0.06527016235486119,-3.82
550,V1432_Aql-0551.fit,23.51,0.067933412132748,-4.07
551,V1432_Aql-0552.fit,23.47,0.06334854727663297,-4.16
552,V1432_Aql-0553.fit,23.45,0.06561296543859589,-4.18
553,V1432_Aql-0554.fit,23.38,0.06675578118175464,-4.5
554,V1432_Aql-0555.fit,23.54,0.06599886146478233,-4.47
555,V1432_Aql-0556.fit,23.38,0.06420624262217187,-4.81
556,V1432_Aql-0557.fit,23.47,0.06552647870708915,-4.83
557,V1432_Aql-0558.fit,23.38,0.06602662649451958,-4.86
558,V1432_Aql-0559.fit,23.23,0.06387282316477631,-4.83
559,V1432_Aql-0560.fit,23.23,0.061714532648637264,-4.9
560,V1432_Aql-0561.fit,23.16,0.06313373647498814,-4.85
561,V1432_Aql-0562.fit,23.47,0.06713152493213465,-4.72
562,V1432_Aql-0563.fit,23.59,0.06858719742990012,-4.51
563,V1432_Aql-0564.fit,23.47,0.06697238090981157,-4.62
564,V1432_Aql-0565.fit,23.28,0.06502548234324672,-4.43
565,V1432_Aql-0566.fit,22.64,0.06995054127296028,-3.27
566,V1432_Aql-0567.fit,23.48,0.06464244031167816,-4.3
567,V1432_Aql-0568.fit,24.25,0.06358174707394741,-4.94
568,V1432_Aql-0569.fit,24.97,0.06407813446467986,-4.96
569,V1432_Aql-0570.fit,25.47,0.0684042054483105,-5.09
570,V1432_Aql-0571.fit,25.81,0.06658737713820279,-5.1
571,V1432_Aql-0572.fit,26.0,0.059186162670986545,-5.1
572,V1432_Aql-0573.fit,26.14,0.06076487964774325,-5.24
573,V1432_Aql-0574.fit,26.46,0.06861845473605697,-5.12
574,V1432_Aql-0575.fit,26.58,0.07116726426806083,-5.11
575,V1432_Aql-0576.fit,26.58,0.0711020465635842,-5.08
576,V1432_Aql-0577.fit,25.73,0.06928788020993239,-4.08
577,V1432_Aql-0578.fit,24.0,0.06312761874840626,-1.82
578,V1432_Aql-0579.fit,24.17,0.07264038773718685,-3.8
579,V1432_Aql-0580.fit,24.54,0.07098289337440596,-5.82
580,V1432_Aql-0581.fit,24.31,0.06508541324975468,-6.29
581,V1432_Aql-0582.fit,24.33,0.06711817603823446,-6.86
582,V1432_Aql-0583.fit,24.34,0.06717940375516451,-7.27
583,V1432_Aql-0584.fit,24.24,0.06870703854161775,-7.66
584,V1432_Aql-0585.fit,24.25,0.06892058707487093,-7.84
585,V1432_Aql-0586.fit,24.42,0.07033155219470398,-7.89
586,V1432_Aql-0587.fit,24.36,0.0691880914279078,-7.92
587,V1432_Aql-0588.fit,24.45,0.06956964573920311,-7.87
588,V1432_Aql-0589.fit,24.45,0.07163049457980258,-8.0
589,V1432_Aql-0590.fit,24.61,0.07084740281289682,-8.33
590,V1432_Aql-0591.fit,24.7,0.06996324987834866,-8.52
591,V1432_Aql-0592.fit,24.62,0.07152571121174435,-8.38
592,V1432_Aql-0593.fit,24.49,0.07151248197792426,-8.72
593,V1432_Aql-0594.fit,24.57,0.07299039616690269,-8.93
594,V1432_Aql-0595.fit,24.32,0.07134030311220496,-8.72
595,V1432_Aql-0596.fit,24.29,0.06936245322555684,-8.81
596,V1432_Aql-0597.fit,24.47,0.06930444858827106,-8.57
597,V1432_Aql-0598.fit,24.63,0.07263928026356921,-8.27
598,V1432_Aql-0599.fit,24.66,0.07253454022801765,-8.26
599,V1432_Aql-0600.fit,24.78,0.06681036396792138,-8.08
600,V1432_Aql-0601.fit,24.78,0.06948886407413588,-7.98
601,V1432_Aql-0602.fit,24.7,0.07256264128789223,-7.89
602,V1432_Aql-0603.fit,24.63,0.0738119417929881,-7.79
603,V1432_Aql-0604.fit,24.72,0.07056905906836607,-7.7
604,V1432_Aql-0605.fit,24.82,0.07205945829360898,-7.7
605,V1432_Aql-0606.fit,24.99,0.06741297367050661,-7.54
606,V1432_Aql-0607.fit,25.0,0.06812397801448652,-7.47
607,V1432_Aql-0608.fit,24.99,0.06725954218897504,-7.11
608,V1432_Aql-0609.fit,24.94,0.06633516527897296,-7.01
609,V1432_Aql-0610.fit,25.15,0.06543334224953144,-7.08
610,V1432_Aql-0611.fit,25.24,0.06589739879287225,-7.05
611,V1432_Aql-0612.fit,25.28,0.06623939639275452,-6.99
612,V1432_Aql-0613.fit,25.26,0.06813036494903417,-6.93
613,V1432_Aql-0614.fit,25.36,0.06881519765395476,-6.9
614,V1432_Aql-0615.fit,25.35,0.07202995380835545,-6.89
615,V1432_Aql-0616.fit,25.3,0.07159622076894706,-6.84
616,V1432_Aql-0617.fit,25.29,0.0703344442669914,-6.88
617,V1432_Aql-0618.fit,25.44,0.0725652075791729,-6.9
618,V1432_Aql-0619.fit,25.46,0.07207434386483297,-6.79
619,V1432_Aql-0620.fit,25.65,0.0770708960246063,-6.92
620,V1432_Aql-0621.fit,25.62,0.07514156740772608,-6.92
621,V1432_Aql-0622.fit,25.87,0.07294724449441524,-6.82
622,V1432_Aql-0623.fit,26.07,0.07233680305552379,-6.76
623,V1432_Aql-0624.fit,26.36,0.0717063587421893,-6.61
624,V1432_Aql-0625.fit,26.43,0.07321103326807134,-6.29
625,V1432_Aql-0626.fit,26.55,0.07414400755995562,-6.36
626,V1432_Aql-0627.fit,26.66,0.07321696870838447,-6.41
627,V1432_Aql-0628.fit,26.77,0.0746702012370145,-6.37
628,V1432_Aql-0629.fit,26.81,0.07242787699169734,-6.25
629,V1432_Aql-0630.fit,26.82,0.0765737344909312,-6.23
630,V1432_Aql-0631.fit,26.89,0.0735090773906593,-6.26
631,V1432_Aql-0632.fit,27.0,0.0729881705613364,-6.34
632,V1432_Aql-0633.fit,27.11,0.0787671683527573,-5.98
633,V1432_Aql-0634.fit,26.94,0.07757000849726015,-5.89
634,V1432_Aql-0635.fit,26.99,0.07603344893598607,-5.9
635,V1432_Aql-0636.fit,27.23,0.08751456405878054,-5.97
636,V1432_Aql-0637.fit,27.17,0.07481444853369665,-6.13
637,V1432_Aql-0638.fit,27.29,0.08624093701011096,-6.14
638,V1432_Aql-0639.fit,27.31,0.08958508808693734,-6.4
639,V1432_Aql-0640.fit,27.17,0.0806538321052066,-6.32
640,V1432_Aql-0641.fit,27.43,0.09115579531048967,-6.2
641,V1432_Aql-0642.fit,27.44,0.09134605845280502,-6.37
642,V1432_Aql-0643.fit,27.66,0.10098213739390595,-6.42
643,V1432_Aql-0644.fit,27.54,0.0985656694470951,-6.36
644,V1432_Aql-0645.fit,27.73,0.10037070701063255,-6.24
645,V1432_Aql-0646.fit,27.75,0.09952618570214881,-6.32
646,V1432_Aql-0647.fit,27.94,0.10309321231874576,-6.22
647,V1432_Aql-0648.fit,28.41,0.11433358947789787,-6.02
648,V1432_Aql-0649.fit,28.5,0.11933184181522731,-6.1
649,V1432_Aql-0650.fit,28.54,0.1203187432372365,-6.08
650,V1432_Aql-0651.fit,28.76,0.12111843367500078,-6.12
651,V1432_Aql-0652.fit,29.09,0.13037255179149165,-6.18
652,V1432_Aql-0653.fit,29.12,0.12993443707037175,-6.17
653,V1432_Aql-0654.fit,29.33,0.13291890419010727,-6.1
654,V1432_Aql-0655.fit,29.72,0.12593022669143683,-5.95
655,V1432_Aql-0656.fit,29.64,0.12807123989142277,-5.98
656,V1432_Aql-0657.fit,29.67,0.12712753486915357,-5.81
657,V1432_Aql-0658.fit,29.86,0.1207841555098992,-5.89
658,V1432_Aql-0659.fit,29.82,0.12841744446116007,-5.7
659,V1432_Aql-0660.fit,29.84,0.12368947253271456,-5.87
660,V1432_Aql-0661.fit,29.84,0.1212469568295825,-5.74
661,V1432_Aql-0662.fit,29.99,0.12328750221887488,-5.87
662,V1432_Aql-0663.fit,30.22,0.12706911431521326,-5.81
663,V1432_Aql-0664.fit,30.29,0.13110390830462768,-5.73
664,V1432_Aql-0665.fit,30.14,0.12942856674389244,-5.6
665,V1432_Aql-0666.fit,30.08,0.12313758481553573,-5.86
666,V1432_Aql-0667.fit,30.13,0.12197743264587585,-6.02
667,V1432_Aql-0668.fit,30.23,0.12702445669194784,-5.85
668,V1432_Aql-0669.fit,30.39,0.12919172548556082,-5.88
669,V1432_Aql-0670.fit,30.5,0.13024227463279217,-5.87
670,V1432_Aql-0671.fit,30.75,0.12660915115894514,-5.56
671,V1432_Aql-0672.fit,30.74,0.13227334254116604,-5.34
672,V1432_Aql-0673.fit,30.94,0.12902371798154966,-5.49
673,V1432_Aql-0674.fit,31.19,0.13344853508548368,-5.24
674,V1432_Aql-0675.fit,31.63,0.1292444764806993,-5.06
675,V1432_Aql-0676.fit,31.65,0.12667354051342017,-5.04
676,V1432_Aql-0677.fit,31.73,0.12450940385376,-4.94
677,V1432_Aql-0678.fit,32.0,0.12314965838636192,-4.94
678,V1432_Aql-0679.fit,31.85,0.12451513745549446,-4.91
679,V1432_Aql-0680.fit,31.73,0.1300374879808377,-5.13
680,V1432_Aql-0681.fit,31.91,0.12007505666657031,-5.12
681,V1432_Aql-0682.fit,32.11,0.1251498201400814,-5.06
682,V1432_Aql-0683.fit,31.93,0.1197737284848904,-4.88
683,V1432_Aql-0684.fit,31.76,0.12624191196384016,-4.87
684,V1432_Aql-0685.fit,31.83,0.11647649124649646,-5.01
685,V1432_Aql-0686.fit,31.96,0.11924055389917115,-4.85
686,V1432_Aql-0687.fit,32.26,0.12914638246547722,-4.61
687,V1432_Aql-0688.fit,32.47,0.13498079563613127,-4.27
688,V1432_Aql-0689.fit,32.53,0.13280626706762483,-4.23
689,V1432_Aql-0690.fit,32.67,0.1320393518144643,-4.19
690,V1432_Aql-0691.fit,32.8,0.12918972307467327,-4.28
691,V1432_Aql-0692.fit,32.92,0.13451441703050643,-4.39
692,V1432_Aql-0693.fit,33.2,0.13263916067972842,-4.48
693,V1432_Aql-0694.fit,33.28,0.1361387672963043,-4.19
694,V1432_Aql-0695.fit,33.23,0.13681224754662674,-4.17
695,V1432_Aql-0696.fit,33.48,0.13586030012034797,-4.21
696,V1432_Aql-0697.fit,33.53,0.13805113998311477,-4.27
697,V1432_Aql-0698.fit,33.66,0.13218313075062918,-4.2
698,V1432_Aql-0699.fit,33.74,0.13425748380899188,-4.23
699,V1432_Aql-0700.fit,34.18,0.12973898116482765,-4.15
700,V1432_Aql-0701.fit,34.11,0.12954195825078343,-4.11
701,V1432_Aql-0702.fit,34.44,0.13966025612417862,-4.15
702,V1432_Aql-0703.fit,34.48,0.1333821255672786,-3.95
703,V1432_Aql-0704.fit,34.44,0.13277552559289096,-3.91
704,V1432_Aql-0705.fit,34.23,0.12838473370840314,-3.98
705,V1432_Aql-0706.fit,34.05,0.13224925075828,-4.18
706,V1432_Aql-0707.fit,34.17,0.1359199356160844,-4.17
707,V1432_Aql-0708.fit,34.06,0.1322857027905935,-4.22
708,V1432_Aql-0709.fit,34.24,0.13480920402541957,-4.18
709,V1432_Aql-0710.fit,34.19,0.13834424790391756,-4.21
710,V1432_Aql-0711.fit,34.07,0.13727482345611525,-4.29
711,V1432_Aql-0712.fit,34.3,0.13577976775654957,-4.39
712,V1432_Aql-0713.fit,34.22,0.1350215536390952,-4.19
713,V1432_Aql-0714.fit,34.13,0.12938295552842421,-3.9
714,V1432_Aql-0715.fit,34.05,0.12176315990060534,-4.02
715,V1432_Aql-0716.fit,34.41,0.1328327385645467,-4.02
716,V1432_Aql-0717.fit,34.54,0.13314730289216495,-4.12
717,V1432_Aql-0718.fit,34.64,0.13343083928679475,-4.2
718,V1432_Aql-0719.fit,34.66,0.1361861564894256,-4.3
719,V1432_Aql-0720.fit,34.81,0.13309347970911758,-4.38
720,V1432_Aql-0721.fit,34.88,0.13221782608617266,-4.36
721,V1432_Aql-0722.fit,34.98,0.1303295602876066,-4.25
722,V1432_Aql-0723.fit,35.06,0.13343234503157644,-4.21
723,V1432_Aql-0724.fit,35.47,0.13787564062938942,-4.08
724,V1432_Aql-0725.fit,35.56,0.1301847545195464,-3.98
725,V1432_Aql-0726.fit,35.62,0.13132938771187735,-4.02
726,V1432_Aql-0727.fit,35.78,0.12667846549102685,-4.01
727,V1432_Aql-0728.fit,36.1,0.12916670465443228,-4.01
728,V1432_Aql-0729.fit,36.09,0.12790255237403272,-3.88
729,V1432_Aql-0730.fit,36.47,0.1310255958537269,-3.87
730,V1432_Aql-0731.fit,36.68,0.12484986587388548,-3.82
731,V1432_Aql-0732.fit,36.7,0.12598460824029728,-3.9
732,V1432_Aql-0733.fit,36.7,0.12932937195118935,-3.95
733,V1432_Aql-0734.fit,36.78,0.12672325722183395,-3.97
734,V1432_Aql-0735.fit,36.81,0.12355712159173252,-3.96
735,V1432_Aql-0736.fit,36.87,0.124778707710355,-3.97
736,V1432_Aql-0737.fit,37.07,0.12396152285699431,-4.11
737,V1432_Aql-0738.fit,37.06,0.1269363167640226,-4.03
738,V1432_Aql-0739.fit,37.21,0.12440428528882794,-3.84
739,V1432_Aql-0740.fit,37.48,0.13166866323977794,-3.9
740,V1432_Aql-0741.fit,37.6,0.12913386746382555,-3.94
741,V1432_Aql-0742.fit,37.55,0.12981901213442756,-3.77
742,V1432_Aql-0743.fit,37.53,0.1327399034933651,-3.95
743,V1432_Aql-0744.fit,37.8,0.12637617964747308,-4.08
744,V1432_Aql-0745.fit,38.1,0.12343587629358012,-3.96
745,V1432_Aql-0746.fit,38.23,0.12630697951094114,-3.96
746,V1432_Aql-0747.fit,38.49,0.12943466246770519,-3.95
747,V1432_Aql-0748.fit,38.87,0.1189636017530376,-4.0
748,V1432_Aql-0749.fit,38.99,0.12310288608239714,-3.96
749,V1432_Aql-0750.fit,38.97,0.12237198418700398,-3.88
750,V1432_Aql-0751.fit,39.06,0.12301353713130342,-3.75
751,V1432_Aql-0752.fit,38.89,0.125872727730638,-3.35
752,V1432_Aql-0753.fit,38.75,0.12710826908785522,-3.66
753,V1432_Aql-0754.fit,38.62,0.12738405089720403,-3.9
754,V1432_Aql-0755.fit,38.44,0.12945813051423294,-3.83
755,V1432_Aql-0756.fit,38.5,0.12971274002652972,-3.85
756,V1432_Aql-0757.fit,38.47,0.13475650508638629,-4.14
757,V1432_Aql-0758.fit,38.61,0.13165283788454357,-4.27
758,V1432_Aql-0759.fit,38.66,0.1291192846789808,-4.09
759,V1432_Aql-0760.fit,38.78,0.12380725030444396,-3.83
760,V1432_Aql-0761.fit,38.89,0.12045438482124567,-3.83
761,V1432_Aql-0762.fit,38.75,0.1313497188889034,-3.7
762,V1432_Aql-0763.fit,38.79,0.12466419764385886,-3.81
763,V1432_Aql-0764.fit,38.73,0.12431717708647662,-3.91
764,V1432_Aql-0765.fit,38.79,0.12238425899298139,-3.93
765,V1432_Aql-0766.fit,38.68,0.12605913186192436,-4.04
766,V1432_Aql-0767.fit,38.46,0.13333386636087707,-4.15
767,V1432_Aql-0768.fit,38.2,0.1339336501383077,-4.29
768,V1432_Aql-0769.fit,38.1,0.12928924311413925,-4.46
769,V1432_Aql-0770.fit,38.02,0.12842968197769453,-4.3
770,V1432_Aql-0771.fit,37.89,0.12733483132530854,-4.3
771,V1432_Aql-0772.fit,37.88,0.1265211054707128,-4.25
772,V1432_Aql-0773.fit,37.57,0.12840642219639745,-4.12
773,V1432_Aql-0774.fit,37.6,0.13032371061551906,-4.13
774,V1432_Aql-0775.fit,37.36,0.1293072750334352,-4.38
775,V1432_Aql-0776.fit,37.57,0.1353960032565169,-4.42
776,V1432_Aql-0777.fit,37.59,0.13198195762158152,-4.33
777,V1432_Aql-0778.fit,37.79,0.12932322238554075,-4.21
778,V1432_Aql-0779.fit,38.07,0.13608971135759504,-4.17
779,V1432_Aql-0780.fit,38.29,0.12839862626495485,-3.92
780,V1432_Aql-0781.fit,38.7,0.1251389776817383,-3.81
781,V1432_Aql-0782.fit,38.57,0.13102664294611321,-3.1
782,V1432_Aql-0783.fit,38.46,0.13330789183731495,-3.51
783,V1432_Aql-0784.fit,38.31,0.13037602938799167,-3.74
784,V1432_Aql-0785.fit,38.56,0.13200465718051657,-3.78
785,V1432_Aql-0786.fit,38.35,0.13404575062167395,-3.29
786,V1432_Aql-0787.fit,38.46,0.1340920248685469,-3.08
787,V1432_Aql-0788.fit,38.44,0.13335199366756803,-3.15
788,V1432_Aql-0789.fit,38.37,0.13177074395556584,-3.27
789,V1432_Aql-0790.fit,38.19,0.1312106751984247,-3.41
790,V1432_Aql-0791.fit,38.03,0.1317806120648486,-3.51
791,V1432_Aql-0792.fit,38.09,0.13591409707029337,-3.45
792,V1432_Aql-0793.fit,38.08,0.12916756935575982,-3.68
793,V1432_Aql-0794.fit,38.17,0.13198966703468484,-3.68
794,V1432_Aql-0795.fit,38.2,0.1279007346087385,-3.63
795,V1432_Aql-0796.fit,38.28,0.13148665308931154,-3.58
796,V1432_Aql-0797.fit,38.19,0.1287237489563327,-3.58
797,V1432_Aql-0798.fit,38.09,0.1256436388833672,-3.79
798,V1432_Aql-0799.fit,38.14,0.12755603608335214,-3.68
799,V1432_Aql-0800.fit,38.55,0.1341228519241605,-3.58
800,V1432_Aql-0801.fit,38.7,0.134895411757437,-3.35
801,V1432_Aql-0802.fit,38.72,0.13221663982012927,-3.54
802,V1432_Aql-0803.fit,38.67,0.13196794619005972,-3.7
803,V1432_Aql-0804.fit,38.58,0.133868832686596,-3.55
804,V1432_Aql-0805.fit,38.65,0.1306805252725462,-3.59
805,V1432_Aql-0806.fit,38.66,0.13295854054910014,-3.34
806,V1432_Aql-0807.fit,38.62,0.13079875641492156,-3.22
807,V1432_Aql-0808.fit,38.56,0.133252451031661,-3.37
808,V1432_Aql-0809.fit,38.35,0.1307529703287532,-3.43
809,V1432_Aql-0810.fit,38.52,0.12992498047607695,-3.66
810,V1432_Aql-0811.fit,38.5,0.13197843036207868,-3.37
811,V1432_Aql-0812.fit,38.55,0.1319081986262781,-3.11
812,V1432_Aql-0813.fit,38.67,0.13289688341761466,-2.76
813,V1432_Aql-0814.fit,38.42,0.12826172718517911,-2.9
814,V1432_Aql-0815.fit,38.24,0.1270697769631691,-2.93
815,V1432_Aql-0816.fit,38.4,0.13169518079112402,-2.96
816,V1432_Aql-0817.fit,38.41,0.12881764055074676,-2.98
817,V1432_Aql-0818.fit,38.48,0.13246483843640877,-3.04
818,V1432_Aql-0819.fit,38.46,0.1342681495442282,-3.11
819,V1432_Aql-0820.fit,38.12,0.12935102458160191,-3.06
820,V1432_Aql-0821.fit,38.05,0.12578998914232142,-3.08
821,V1432_Aql-0822.fit,38.08,0.12977920102769736,-3.05
822,V1432_Aql-0823.fit,38.09,0.12687991485678776,-2.98
823,V1432_Aql-0824.fit,38.36,0.1300945850984559,-2.62
