,file_name,x_off_pix,error_pix,y_off_pix
92,V1432_Aql-0093.fit,3.78,0.04037521936405022,2.01
93,V1432_Aql-0094.fit,3.7199999999999998,0.042305951722074873,1.93
94,V1432_Aql-0095.fit,3.7,0.04272171317714954,2.08
95,V1432_Aql-0096.fit,3.84,0.03557664181955267,2.18
96,V1432_Aql-0097.fit,3.88,0.036077830697336576,2.19
97,V1432_Aql-0098.fit,4.0,0.03655736187153011,2.39
98,V1432_Aql-0099.fit,3.91,0.03629555444593663,2.18
99,V1432_Aql-0100.fit,3.92,0.032724910423818365,1.92
100,V1432_Aql-0101.fit,3.96,0.03268101316824257,1.81
101,V1432_Aql-0102.fit,3.99,0.03143763429291655,1.89
102,V1432_Aql-0103.fit,3.81,0.03932563701060252,1.84
103,V1432_Aql-0104.fit,3.88,0.033538494369722394,1.98
104,V1432_Aql-0105.fit,4.05,0.031055580473088026,1.94
105,V1432_Aql-0106.fit,4.13,0.0338322026409684,1.91
106,V1432_Aql-0107.fit,4.1,0.035011303320763396,1.71
107,V1432_Aql-0108.fit,4.16,0.035292356501791716,1.91
108,V1432_Aql-0109.fit,4.26,0.03688733448088152,1.82
109,V1432_Aql-0110.fit,4.32,0.03986227058863272,1.71
110,V1432_Aql-0111.fit,4.42,0.04231710584817941,1.66
111,V1432_Aql-0112.fit,4.25,0.03990912725883228,1.6099999999999999
112,V1432_Aql-0113.fit,4.37,0.045087757890615573,1.46
113,V1432_Aql-0114.fit,4.42,0.04491215390150346,1.53
114,V1432_Aql-0115.fit,4.42,0.044529189145213935,1.53
115,V1432_Aql-0116.fit,4.37,0.045384931149886044,1.32
116,V1432_Aql-0117.fit,4.33,0.0413827084599743,1.18
117,V1432_Aql-0118.fit,4.41,0.040668619707371255,1.09
118,V1432_Aql-0119.fit,4.29,0.038483741004002606,1.06
119,V1432_Aql-0120.fit,4.36,0.0424522856063672,1.26
120,V1432_Aql-0121.fit,4.3,0.04239407302778108,1.33
121,V1432_Aql-0122.fit,4.37,0.04441124107116319,1.44
122,V1432_Aql-0123.fit,4.56,0.04589617080540483,1.41
123,V1432_Aql-0124.fit,4.73,0.042653414224886395,1.41
124,V1432_Aql-0125.fit,5.01,0.03847636289678012,1.66
125,V1432_Aql-0126.fit,5.22,0.0384117671730823,1.73
126,V1432_Aql-0127.fit,5.26,0.04247366034179782,1.7
127,V1432_Aql-0128.fit,5.35,0.041164724019832774,1.75
128,V1432_Aql-0129.fit,5.55,0.04523234366775529,1.73
129,V1432_Aql-0130.fit,5.63,0.04544433892505754,1.81
130,V1432_Aql-0131.fit,5.67,0.04227317792857576,1.97
131,V1432_Aql-0132.fit,5.62,0.04306467850848449,1.92
132,V1432_Aql-0133.fit,5.97,0.03239001075829968,1.89
133,V1432_Aql-0134.fit,6.17,0.034994612162701756,1.8
134,V1432_Aql-0135.fit,6.25,0.03778249375123724,1.78
135,V1432_Aql-0136.fit,6.4,0.03871603257592725,1.94
136,V1432_Aql-0137.fit,6.52,0.042290162998707,1.88
137,V1432_Aql-0138.fit,6.45,0.04089802110021368,1.92
138,V1432_Aql-0139.fit,6.54,0.04593397364639533,2.19
139,V1432_Aql-0140.fit,6.68,0.05628090804538447,1.95
140,V1432_Aql-0141.fit,6.7,0.043411673684341026,1.89
141,V1432_Aql-0142.fit,6.73,0.042078048542553675,1.77
142,V1432_Aql-0143.fit,7.03,0.034498623798580715,1.94
143,V1432_Aql-0144.fit,6.92,0.03695731776326129,2.06
144,V1432_Aql-0145.fit,6.99,0.03324007902151263,2.02
145,V1432_Aql-0146.fit,7.09,0.04141346953193422,2.16
146,V1432_Aql-0147.fit,7.22,0.04337358660852742,2.38
147,V1432_Aql-0148.fit,7.26,0.043234200712319766,2.32
148,V1432_Aql-0149.fit,7.22,0.042372016008707214,2.23
149,V1432_Aql-0150.fit,7.27,0.04200293842769364,2.58
150,V1432_Aql-0151.fit,7.15,0.04160185154399666,2.4
151,V1432_Aql-0152.fit,7.19,0.041528334171686304,2.51
152,V1432_Aql-0153.fit,7.4,0.044807426139348426,2.5300000000000002
153,V1432_Aql-0154.fit,7.36,0.04655817986318428,2.38
154,V1432_Aql-0155.fit,7.25,0.04365754773761442,2.44
155,V1432_Aql-0156.fit,7.4,0.04683477452880682,2.43
156,V1432_Aql-0157.fit,7.45,0.04662006629084589,2.45
157,V1432_Aql-0158.fit,7.47,0.04528608306695126,2.26
158,V1432_Aql-0159.fit,7.3,0.04288647764522563,2.2
159,V1432_Aql-0160.fit,7.51,0.047698687735453764,2.4
160,V1432_Aql-0161.fit,7.39,0.04601753233362913,2.32
161,V1432_Aql-0162.fit,7.39,0.046112200187698016,2.4699999999999998
162,V1432_Aql-0163.fit,7.3,0.04494999805950139,2.42
163,V1432_Aql-0164.fit,7.39,0.04407044142930083,2.3
164,V1432_Aql-0165.fit,7.43,0.046228052878748954,2.38
165,V1432_Aql-0166.fit,7.21,0.04236396563603415,2.29
166,V1432_Aql-0167.fit,7.26,0.04318546886867224,2.45
167,V1432_Aql-0168.fit,7.27,0.04181133191015928,2.25
168,V1432_Aql-0169.fit,7.02,0.033561621500317225,1.98
169,V1432_Aql-0170.fit,7.12,0.03339484783166979,1.98
170,V1432_Aql-0171.fit,7.2,0.04149293184054034,2.26
171,V1432_Aql-0172.fit,7.21,0.04078206587846195,2.19
172,V1432_Aql-0173.fit,7.14,0.03904600750082355,2.07
173,V1432_Aql-0174.fit,7.37,0.03923551805879625,1.96
174,V1432_Aql-0175.fit,7.29,0.037749426355425456,1.92
175,V1432_Aql-0176.fit,7.21,0.03663962307185606,1.92
176,V1432_Aql-0177.fit,7.24,0.03904646946913128,1.66
177,V1432_Aql-0178.fit,7.3,0.04197939685131718,1.63
178,V1432_Aql-0179.fit,7.21,0.037278193971624816,1.72
179,V1432_Aql-0180.fit,7.17,0.04003243407111123,1.58
180,V1432_Aql-0181.fit,7.23,0.04148745052664524,1.3900000000000001
181,V1432_Aql-0182.fit,7.31,0.041036713063286934,1.62
182,V1432_Aql-0183.fit,7.38,0.04154800973671779,1.7
183,V1432_Aql-0184.fit,7.14,0.033120393978192726,1.94
184,V1432_Aql-0185.fit,7.13,0.03471318918270902,2.06
185,V1432_Aql-0186.fit,7.21,0.04169289245565618,2.21
186,V1432_Aql-0187.fit,7.07,0.03838009400481104,2.11
187,V1432_Aql-0188.fit,7.09,0.03954879211323087,2.29
188,V1432_Aql-0189.fit,7.12,0.03963173674589931,2.37
189,V1432_Aql-0190.fit,7.1,0.03974415154678132,2.19
190,V1432_Aql-0191.fit,7.01,0.03769068331966899,2.19
191,V1432_Aql-0192.fit,6.88,0.03813386169142014,2.25
192,V1432_Aql-0193.fit,6.74,0.040551913205831173,2.03
193,V1432_Aql-0194.fit,6.5,0.041148075983605766,2.11
194,V1432_Aql-0195.fit,6.42,0.039497603490288774,2.04
195,V1432_Aql-0196.fit,6.51,0.04370707830204663,2.02
196,V1432_Aql-0197.fit,6.61,0.045120145856252854,2.18
197,V1432_Aql-0198.fit,6.56,0.045002460603743924,2.33
198,V1432_Aql-0199.fit,6.52,0.04709366364406175,2.38
199,V1432_Aql-0200.fit,6.75,0.040126947381776336,2.15
200,V1432_Aql-0201.fit,6.72,0.041630793927525264,2.11
201,V1432_Aql-0202.fit,6.76,0.040615038785121974,2.01
202,V1432_Aql-0203.fit,6.6,0.04530863436589135,1.99
203,V1432_Aql-0204.fit,6.64,0.04611074573530802,1.84
204,V1432_Aql-0205.fit,6.59,0.045356912437981144,1.81
205,V1432_Aql-0206.fit,6.72,0.04204043373907467,1.92
206,V1432_Aql-0207.fit,6.38,0.04069925564979962,1.8
207,V1432_Aql-0208.fit,6.21,0.0416491725602676,1.46
208,V1432_Aql-0209.fit,6.06,0.040634817043494795,1.24
209,V1432_Aql-0210.fit,6.21,0.041669853693919484,1.25
210,V1432_Aql-0211.fit,6.36,0.03859567949782157,0.96
211,V1432_Aql-0212.fit,6.56,0.043341958451350936,1.08
212,V1432_Aql-0213.fit,6.37,0.04001634382690191,1.02
213,V1432_Aql-0214.fit,6.17,0.03591657472561044,0.98
214,V1432_Aql-0215.fit,6.15,0.03404093407510634,0.92
215,V1432_Aql-0216.fit,6.03,0.033509226713716145,0.92
216,V1432_Aql-0217.fit,5.96,0.03421138613535928,0.9299999999999999
217,V1432_Aql-0218.fit,5.96,0.036170311487958365,0.8
218,V1432_Aql-0219.fit,6.11,0.03431538647237415,0.85
219,V1432_Aql-0220.fit,6.12,0.03522526598602289,0.91
220,V1432_Aql-0221.fit,6.26,0.03993143908334487,0.73
221,V1432_Aql-0222.fit,6.44,0.044077812554293876,0.81
222,V1432_Aql-0223.fit,6.39,0.0428431826701221,0.65
223,V1432_Aql-0224.fit,6.58,0.04835416766003323,0.5800000000000001
224,V1432_Aql-0225.fit,6.73,0.042418969511629594,0.63
225,V1432_Aql-0226.fit,6.66,0.04480853322854405,0.69
226,V1432_Aql-0227.fit,6.68,0.046796665048125616,0.51
227,V1432_Aql-0228.fit,6.6,0.04619335915108098,0.55
228,V1432_Aql-0229.fit,6.42,0.046709355950460545,0.51
229,V1432_Aql-0230.fit,6.22,0.040838265477391604,0.7
230,V1432_Aql-0231.fit,6.4,0.044387961093332776,0.61
231,V1432_Aql-0232.fit,6.08,0.034856777761141586,0.88
232,V1432_Aql-0233.fit,6.08,0.03741007477131668,0.63
233,V1432_Aql-0234.fit,5.95,0.04342136480752798,0.4
234,V1432_Aql-0235.fit,5.9,0.04132212734683757,0.5900000000000001
235,V1432_Aql-0236.fit,6.17,0.04142218892983753,0.48
236,V1432_Aql-0237.fit,6.14,0.04165765914450282,0.48
237,V1432_Aql-0238.fit,6.16,0.037533311427591066,0.8200000000000001
238,V1432_Aql-0239.fit,5.99,0.03626654018038281,0.78
239,V1432_Aql-0240.fit,6.01,0.03677914461186998,0.73
240,V1432_Aql-0241.fit,6.06,0.03772886460624241,0.69
241,V1432_Aql-0242.fit,6.13,0.03634407794115025,0.81
242,V1432_Aql-0243.fit,5.98,0.038386231352717924,0.77
243,V1432_Aql-0244.fit,6.0,0.03586001305524836,0.78
244,V1432_Aql-0245.fit,6.41,0.045941106630116024,0.6
245,V1432_Aql-0246.fit,6.18,0.04079367254269091,0.6699999999999999
246,V1432_Aql-0247.fit,6.46,0.048611076267269016,0.75
247,V1432_Aql-0248.fit,6.78,0.04810767349934397,0.54
248,V1432_Aql-0249.fit,6.86,0.043565756545962196,0.33
249,V1432_Aql-0250.fit,7.06,0.04377894864004045,0.2
250,V1432_Aql-0251.fit,7.28,0.04457244890518051,0.06
251,V1432_Aql-0252.fit,7.08,0.0399507073866108,0.04
252,V1432_Aql-0253.fit,7.21,0.03824199990020659,-0.11
253,V1432_Aql-0254.fit,7.29,0.039846526843929315,-0.16
254,V1432_Aql-0255.fit,7.23,0.04236255290764154,-0.39
255,V1432_Aql-0256.fit,7.28,0.04560888333380671,-0.6599999999999999
256,V1432_Aql-0257.fit,7.43,0.04809918065359119,-0.84
257,V1432_Aql-0258.fit,7.29,0.0407385206308232,-1.04
258,V1432_Aql-0259.fit,7.23,0.04039525384979901,-0.97
259,V1432_Aql-0260.fit,7.39,0.04598324436973335,-0.98
260,V1432_Aql-0261.fit,7.33,0.042726061813428605,-1.1400000000000001
261,V1432_Aql-0262.fit,7.33,0.04238371201821871,-1.11
262,V1432_Aql-0263.fit,7.26,0.03905557694029817,-1.17
263,V1432_Aql-0264.fit,7.39,0.04367968992884788,-1.1
264,V1432_Aql-0265.fit,7.26,0.039273272275681406,-1.25
265,V1432_Aql-0266.fit,7.42,0.045631306868676905,-1.11
266,V1432_Aql-0267.fit,7.44,0.04519649837719613,-0.9
267,V1432_Aql-0268.fit,7.37,0.04329450406477713,-0.9
268,V1432_Aql-0269.fit,7.21,0.044287287420218466,-0.77
269,V1432_Aql-0270.fit,7.25,0.04535788223879032,-0.7
270,V1432_Aql-0271.fit,7.31,0.046263944658774356,-0.6699999999999999
271,V1432_Aql-0272.fit,7.28,0.046006617874197235,-0.7
272,V1432_Aql-0273.fit,7.29,0.04623013402658627,-0.5700000000000001
273,V1432_Aql-0274.fit,7.13,0.04320775800727386,-0.75
274,V1432_Aql-0275.fit,7.15,0.03865171905336753,-0.98
275,V1432_Aql-0276.fit,7.28,0.04235464239321563,-0.92
276,V1432_Aql-0277.fit,7.32,0.04231513200253243,-0.92
277,V1432_Aql-0278.fit,7.12,0.040257915132289095,-0.87
278,V1432_Aql-0279.fit,7.46,0.0434600610377519,-1.15
279,V1432_Aql-0280.fit,7.6,0.04835098088682824,-1.3599999999999999
280,V1432_Aql-0281.fit,7.76,0.0446518456091814,-1.52
281,V1432_Aql-0282.fit,7.9,0.0434612852314125,-1.62
282,V1432_Aql-0283.fit,7.92,0.043523174703576216,-1.81
283,V1432_Aql-0284.fit,7.89,0.041676934473826734,-1.78
284,V1432_Aql-0285.fit,7.96,0.04086147382534786,-1.87
285,V1432_Aql-0286.fit,8.1,0.042025323079016415,-1.8599999999999999
286,V1432_Aql-0287.fit,8.16,0.044898347906571656,-1.78
287,V1432_Aql-0288.fit,8.14,0.044009597532722586,-1.69
288,V1432_Aql-0289.fit,8.21,0.04340311700991356,-1.89
289,V1432_Aql-0290.fit,8.22,0.039330463992354056,-2.02
290,V1432_Aql-0291.fit,8.14,0.041094437087602756,-1.93
291,V1432_Aql-0292.fit,8.16,0.04379993463454622,-1.84
292,V1432_Aql-0293.fit,8.17,0.042790472563372636,-1.92
293,V1432_Aql-0294.fit,8.52,0.04672872687272084,-1.96
294,V1432_Aql-0295.fit,8.62,0.05068699157763759,-1.8
295,V1432_Aql-0296.fit,8.6,0.05024492173860128,-1.71
296,V1432_Aql-0297.fit,8.64,0.0496954580522294,-1.68
297,V1432_Aql-0298.fit,8.58,0.052910710632549464,-1.57
298,V1432_Aql-0299.fit,8.83,0.04883545959827156,-1.57
299,V1432_Aql-0300.fit,8.95,0.04844531158933681,-1.34
300,V1432_Aql-0301.fit,9.03,0.04527272360119042,-1.27
301,V1432_Aql-0302.fit,9.12,0.046733376129526084,-1.16
302,V1432_Aql-0303.fit,9.11,0.04957409889395064,-1.03
303,V1432_Aql-0304.fit,9.2,0.05214208021538144,-0.91
304,V1432_Aql-0305.fit,9.25,0.04853927726478929,-1.05
305,V1432_Aql-0306.fit,8.81,0.04825296329071759,-1.19
306,V1432_Aql-0307.fit,8.38,0.05695096890222672,-0.76
307,V1432_Aql-0308.fit,9.06,0.04904980161890708,-1.57
308,V1432_Aql-0309.fit,8.97,0.04631973652274727,-1.32
309,V1432_Aql-0310.fit,8.78,0.051011122881083115,-1.03
310,V1432_Aql-0311.fit,8.99,0.04696095809315085,-1.37
311,V1432_Aql-0312.fit,9.28,0.053385053339985084,-1.55
312,V1432_Aql-0313.fit,9.18,0.054529310448525097,-1.74
313,V1432_Aql-0314.fit,9.1,0.05055607395556774,-1.68
314,V1432_Aql-0315.fit,8.99,0.04662745050263271,-1.87
315,V1432_Aql-0316.fit,9.15,0.05278997894488634,-1.9
316,V1432_Aql-0317.fit,9.52,0.05641959733186057,-1.79
317,V1432_Aql-0318.fit,9.53,0.059087442111787694,-1.69
318,V1432_Aql-0319.fit,9.62,0.058729694041987246,-1.62
319,V1432_Aql-0320.fit,9.72,0.056398171965762675,-1.46
320,V1432_Aql-0321.fit,9.84,0.05554645292008803,-1.49
321,V1432_Aql-0322.fit,9.82,0.05941253674870889,-1.6
322,V1432_Aql-0323.fit,9.81,0.055067138637941916,-1.69
323,V1432_Aql-0324.fit,9.95,0.054278986845193486,-1.92
324,V1432_Aql-0325.fit,9.93,0.05029916492302684,-2.01
325,V1432_Aql-0326.fit,10.14,0.050624716486938774,-2.01
326,V1432_Aql-0327.fit,10.07,0.05033649315185092,-2.01
327,V1432_Aql-0328.fit,10.35,0.055180922136339974,-1.96
328,V1432_Aql-0329.fit,10.39,0.05770570561459782,-1.76
329,V1432_Aql-0330.fit,10.56,0.05993334874849926,-1.65
330,V1432_Aql-0331.fit,10.47,0.05944262301306687,-1.74
331,V1432_Aql-0332.fit,10.36,0.05802140248637776,-1.74
332,V1432_Aql-0333.fit,10.54,0.05793082604172887,-1.73
333,V1432_Aql-0334.fit,10.6,0.05795672684678805,-1.69
334,V1432_Aql-0335.fit,10.69,0.05884573795964717,-1.92
335,V1432_Aql-0336.fit,10.91,0.05440832745397052,-1.82
336,V1432_Aql-0337.fit,10.99,0.055709401941331727,-1.71
337,V1432_Aql-0338.fit,10.97,0.05083676059480176,-1.9
338,V1432_Aql-0339.fit,10.98,0.049925795691008315,-1.99
339,V1432_Aql-0340.fit,11.06,0.048154024056695784,-2.13
340,V1432_Aql-0341.fit,11.34,0.05340168340806194,-2.23
341,V1432_Aql-0342.fit,11.61,0.05816584610472506,-2.3
342,V1432_Aql-0343.fit,11.63,0.05844088743569309,-1.87
343,V1432_Aql-0344.fit,11.84,0.054405910714685514,-1.93
344,V1432_Aql-0345.fit,11.82,0.054408656002438396,-2.02
345,V1432_Aql-0346.fit,11.86,0.054150880061304515,-2.02
346,V1432_Aql-0347.fit,11.83,0.05519624733447479,-2.05
347,V1432_Aql-0348.fit,11.91,0.050696003567186315,-2.19
348,V1432_Aql-0349.fit,12.15,0.04969513906062277,-2.06
349,V1432_Aql-0350.fit,12.39,0.054746507028383296,-2.11
350,V1432_Aql-0351.fit,12.52,0.05903976178405206,-2.0
351,V1432_Aql-0352.fit,12.48,0.058522554113369145,-1.85
352,V1432_Aql-0353.fit,12.61,0.059011281299970283,-1.97
353,V1432_Aql-0354.fit,12.6,0.05891515850905955,-1.8
354,V1432_Aql-0355.fit,12.58,0.05869680930318128,-1.84
355,V1432_Aql-0356.fit,12.48,0.057090050174779604,-2.08
356,V1432_Aql-0357.fit,12.37,0.05452008614689899,-2.1
357,V1432_Aql-0358.fit,12.6,0.058182998904852186,-2.09
358,V1432_Aql-0359.fit,12.79,0.05373013348492995,-2.13
359,V1432_Aql-0360.fit,12.84,0.054450071665000745,-2.3
360,V1432_Aql-0361.fit,12.92,0.05100263145839832,-2.12
361,V1432_Aql-0362.fit,12.73,0.056062645384059646,-2.2800000000000002
362,V1432_Aql-0363.fit,12.7,0.058838159019984966,-2.33
363,V1432_Aql-0364.fit,12.65,0.06037312791324503,-2.26
364,V1432_Aql-0365.fit,12.82,0.05360803963100176,-2.31
365,V1432_Aql-0366.fit,13.0,0.05237941734622283,-2.38
366,V1432_Aql-0367.fit,13.16,0.04938686265987107,-2.05
367,V1432_Aql-0368.fit,13.17,0.05143190567268589,-2.04
368,V1432_Aql-0369.fit,13.34,0.057126899866214935,-1.94
369,V1432_Aql-0370.fit,13.38,0.059563454376960256,-1.78
370,V1432_Aql-0371.fit,13.69,0.05904759677806642,-1.78
371,V1432_Aql-0372.fit,13.59,0.060639935120850114,-1.6099999999999999
372,V1432_Aql-0373.fit,13.79,0.05745556933741388,-1.7
373,V1432_Aql-0374.fit,13.66,0.062032019991306975,-1.56
374,V1432_Aql-0375.fit,13.58,0.060758633567931784,-1.6099999999999999
375,V1432_Aql-0376.fit,13.77,0.05659435825281867,-1.82
376,V1432_Aql-0377.fit,13.99,0.05653771346743049,-1.83
377,V1432_Aql-0378.fit,13.99,0.05179443632047665,-1.96
378,V1432_Aql-0379.fit,14.17,0.05255970374539538,-1.95
379,V1432_Aql-0380.fit,14.55,0.06096534340213428,-2.06
380,V1432_Aql-0381.fit,14.82,0.05630097470551043,-2.15
381,V1432_Aql-0382.fit,14.91,0.05257997106200682,-2.11
382,V1432_Aql-0383.fit,15.0,0.052830070326419704,-1.96
383,V1432_Aql-0384.fit,15.04,0.053399230538778125,-1.96
384,V1432_Aql-0385.fit,14.99,0.052419900813201414,-2.02
385,V1432_Aql-0386.fit,15.08,0.055230946110126904,-1.96
386,V1432_Aql-0387.fit,15.24,0.05652538418179097,-1.96
387,V1432_Aql-0388.fit,15.2,0.05886369080987105,-1.89
388,V1432_Aql-0389.fit,15.49,0.06000320697101321,-1.8599999999999999
389,V1432_Aql-0390.fit,15.82,0.05757974546148397,-1.8599999999999999
390,V1432_Aql-0391.fit,15.9,0.05514194184768615,-1.93
391,V1432_Aql-0392.fit,15.77,0.060366208137942995,-1.97
392,V1432_Aql-0393.fit,15.8,0.05887895609537655,-1.92
393,V1432_Aql-0394.fit,15.88,0.0569906628100741,-1.97
394,V1432_Aql-0395.fit,16.18,0.055204395842065,-1.99
395,V1432_Aql-0396.fit,16.58,0.06171673880112202,-1.98
396,V1432_Aql-0397.fit,16.58,0.06178113320601813,-1.96
397,V1432_Aql-0398.fit,16.72,0.06049931018031304,-2.02
398,V1432_Aql-0399.fit,16.84,0.05611612485669319,-2.13
399,V1432_Aql-0400.fit,17.02,0.05034848759649087,-2.1
400,V1432_Aql-0401.fit,17.1,0.051719801437096875,-2.05
401,V1432_Aql-0402.fit,17.15,0.05342420206226286,-2.08
402,V1432_Aql-0403.fit,17.05,0.05142843013925141,-2.17
403,V1432_Aql-0404.fit,17.06,0.05449891067209109,-2.43
404,V1432_Aql-0405.fit,17.21,0.056354833669059294,-2.51
405,V1432_Aql-0406.fit,17.25,0.05746341137605405,-2.54
406,V1432_Aql-0407.fit,17.37,0.059880822007113255,-2.55
407,V1432_Aql-0408.fit,17.35,0.06193854487835626,-2.64
408,V1432_Aql-0409.fit,17.35,0.06335771521063945,-2.7199999999999998
409,V1432_Aql-0410.fit,17.3,0.060333557213755946,-2.74
410,V1432_Aql-0411.fit,17.34,0.06089525092812491,-2.78
411,V1432_Aql-0412.fit,17.55,0.06369643580759059,-2.62
412,V1432_Aql-0413.fit,17.54,0.06483033703920457,-2.6
